season,gw,fixture,element,name,position,team,team_id,opponent_team,was_home,kickoff_time,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,value
2022-23,2,11,1,Cédric Alves Soares,DEF,Arsenal,1,10,1,2022-08-13T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44
2022-23,2,20,2,Bernd Leno,GK,Fulham,9,20,0,2022-08-13T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
2022-23,2,11,3,Granit Xhaka,MID,Arsenal,1,10,1,2022-08-13T14:00:00Z,90,12,1,1,0,2,2,35,54.8,25.5,28.0,10.8,0.0,0.0,0.0,0.0,0,50
2022-23,2,11,4,Mohamed Elneny,MID,Arsenal,1,10,1,2022-08-13T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
2022-23,2,11,5,Rob Holding,DEF,Arsenal,1,10,1,2022-08-13T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44
2022-23,2,11,6,Thomas Partey,MID,Arsenal,1,10,1,2022-08-13T14:00:00Z,90,2,0,0,0,2,0,9,5.4,4.8,39.0,4.9,0.0,0.0,0.0,0.0,0,50
2022-23,2,11,7,Martin Ødegaard,MID,Arsenal,1,10,1,2022-08-13T14:00:00Z,90,2,0,0,0,2,0,19,7.6,15.3,12.0,3.5,0.0,0.0,0.0,0.0,0,65
2022-23,2,11,8,Kieran Tierney,DEF,Arsenal,1,10,1,2022-08-13T14:00:00Z,13,1,0,0,0,0,0,3,0.6,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0,50
2022-23,2,11,9,Nicolas Pépé,MID,Arsenal,1,10,1,2022-08-13T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,54
2022-23,2,11,10,Benjamin White,DEF,Arsenal,1,10,1,2022-08-13T14:00:00Z,74,1,0,0,0,2,0,8,9.8,3.3,0.0,1.3,0.0,0.0,0.0,0.0,0,45
2022-23,2,11,11,Eddie Nketiah,FWD,Arsenal,1,10,1,2022-08-13T14:00:00Z,6,1,0,0,0,0,0,1,2.2,0.5,17.0,2.0,0.0,0.0,0.0,0.0,0,69
2022-23,2,11,12,Emile Smith Rowe,MID,Arsenal,1,10,1,2022-08-13T14:00:00Z,6,1,0,0,0,0,0,6,5.0,14.3,0.0,1.9,0.0,0.0,0.0,0.0,0,59
