season,gw,fixture,element,name,position,team,team_id,opponent_team,was_home,kickoff_time,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,value
2022-23,33,321,1,Cédric Alves Soares,DEF,Fulham,9,2,0,2023-04-25T18:45:00Z,22,1,0,0,0,0,0,4,6.2,1.2,2.0,0.9,0.0,0.0,0.0,0.26,0,42
2022-23,33,321,2,Bernd Leno,GK,Fulham,9,2,0,2023-04-25T18:45:00Z,90,2,0,0,0,1,0,12,14.8,0.0,0.0,1.5,0.0,0.0,0.0,0.97,1,46
2022-23,33,329,3,Granit Xhaka,MID,Arsenal,1,13,0,2023-04-26T19:00:00Z,59,1,0,0,0,3,0,5,7.2,10.7,9.0,2.7,0.02,0.03,0.05,1.85,1,49
2022-23,33,329,4,Mohamed Elneny,MID,Arsenal,1,13,0,2023-04-26T19:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41
2022-23,33,329,5,Rob Holding,DEF,Arsenal,1,13,0,2023-04-26T19:00:00Z,90,6,1,0,0,4,0,26,51.8,0.6,24.0,7.6,0.16,0.1,0.26,2.06,1,42
2022-23,33,329,6,Thomas Partey,MID,Arsenal,1,13,0,2023-04-26T19:00:00Z,90,1,0,0,0,4,0,8,6.8,11.6,7.0,2.5,0.1,0.03,0.13,2.06,1,47
2022-23,33,329,7,Martin Ødegaard,MID,Arsenal,1,13,0,2023-04-26T19:00:00Z,70,2,0,0,0,3,0,9,4.2,14.0,2.0,2.0,0.0,0.04,0.04,1.89,1,67
2022-23,33,329,8,Kieran Tierney,DEF,Arsenal,1,13,0,2023-04-26T19:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,46
2022-23,33,329,9,Nicolas Pépé,MID,Arsenal,1,13,0,2023-04-26T19:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,53
2022-23,33,329,10,Benjamin White,DEF,Arsenal,1,13,0,2023-04-26T19:00:00Z,90,0,0,0,0,4,0,12,11.6,1.4,0.0,1.3,0.0,0.0,0.0,2.06,1,50
2022-23,33,329,11,Eddie Nketiah,FWD,Arsenal,1,13,0,2023-04-26T19:00:00Z,10,1,0,0,0,1,0,2,0.0,0.0,4.0,0.4,0.0,0.0,0.0,0.17,0,64
2022-23,33,329,12,Emile Smith Rowe,MID,Arsenal,1,13,0,2023-04-26T19:00:00Z,19,1,0,0,0,1,0,3,0.4,0.2,0.0,0.1,0.0,0.0,0.0,0.17,0,56
2022-23,33,329,13,Bukayo Saka,MID,Arsenal,1,13,0,2023-04-26T19:00:00Z,79,2,0,0,0,3,0,3,0.0,3.8,7.0,0.9,0.05,0.03,0.08,1.89,1,84
2022-23,33,329,14,Takehiro Tomiyasu,DEF,Arsenal,1,13,0,2023-04-26T19:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42
2022-23,33,329,15,Aaron Ramsdale,GK,Arsenal,1,13,0,2023-04-26T19:00:00Z,90,1,0,0,0,4,0,18,45.2,0.0,0.0,4.5,0.0,0.0,0.0,2.06,1,49
2022-23,33,329,16,Gabriel dos Santos Magalhães,DEF,Arsenal,1,13,0,2023-04-26T19:00:00Z,90,0,0,0,0,4,0,10,3.4,0.5,11.0,1.5,0.1,0.05,0.15,2.06,1,53
2022-23,33,329,17,Nuno Varela Tavares,DEF,Arsenal,1,13,0,2023-04-26T19:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
2022-23,33,327,18,Albert Sambi Lokonga,MID,Crystal Palace,7,20,0,2023-04-25T18:30:00Z,64,1,0,0,0,1,0,0,2.0,2.9,20.0,2.5,0.17,0.01,0.18,0.57,1,43
2022-23,33,329,19,Gabriel Martinelli Silva,MID,Arsenal,1,13,0,2023-04-26T19:00:00Z,59,1,0,0,0,3,0,2,3.6,1.0,0.0,0.5,0.0,0.01,0.01,1.85,1,69
2022-23,33,329,20,Pablo Marí Villar,DEF,Arsenal,1,13,0,2023-04-26T19:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
