season,gw,fixture,element,name,position,team,team_id,opponent_team,was_home,kickoff_time,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,value
2024-25,20,193,1,Fábio Ferreira Vieira,MID,Arsenal,1,5,0,2025-01-04T17:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,54
2024-25,20,193,2,Gabriel Fernando de Jesus,FWD,Arsenal,1,5,0,2025-01-04T17:30:00Z,90,2,0,0,0,1,0,1,7.6,27.1,34.0,6.9,0.46,0.13,0.59,1.52,1,69
2024-25,20,193,3,Gabriel dos Santos Magalhães,DEF,Arsenal,1,5,0,2025-01-04T17:30:00Z,90,2,0,0,0,1,0,9,10.2,2.2,0.0,1.2,0.0,0.01,0.01,1.52,1,64
2024-25,20,193,4,Kai Havertz,FWD,Arsenal,1,5,0,2025-01-04T17:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,79
2024-25,20,193,5,Karl Hein,GK,Arsenal,1,5,0,2025-01-04T17:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
2024-25,20,193,6,Jurriën Timber,DEF,Arsenal,1,5,0,2025-01-04T17:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,57
2024-25,20,193,7,Jorge Luiz Frello Filho,MID,Arsenal,1,5,0,2025-01-04T17:30:00Z,63,2,0,0,0,1,0,16,4.4,14.6,0.0,1.9,0.0,0.16,0.16,1.35,1,47
2024-25,20,193,8,Jakub Kiwior,DEF,Arsenal,1,5,0,2025-01-04T17:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48
2024-25,20,193,9,Gabriel Martinelli Silva,MID,Arsenal,1,5,0,2025-01-04T17:30:00Z,45,1,0,0,0,1,0,2,3.6,4.3,6.0,1.4,0.0,0.01,0.01,0.97,0,68
2024-25,20,195,10,Reiss Nelson,MID,Fulham,9,10,1,2025-01-05T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50
2024-25,20,194,11,Eddie Nketiah,FWD,Crystal Palace,7,6,1,2025-01-04T15:00:00Z,3,1,0,0,0,0,0,3,1.4,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0,59
2024-25,20,193,12,Ethan Nwaneri,MID,Arsenal,1,5,0,2025-01-04T17:30:00Z,45,6,1,0,0,0,1,22,34.0,1.3,17.0,5.2,0.07,0.02,0.09,0.55,1,45
2024-25,20,193,13,Martin Ødegaard,MID,Arsenal,1,5,0,2025-01-04T17:30:00Z,26,1,0,0,0,0,0,2,0.2,1.8,6.0,0.8,0.0,0.02,0.02,0.17,0,84
