season,gw,element,name,position,team,team_id,opponent_team,was_home,kickoff_time,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,value
2023-24,9,1,Folarin Balogun,FWD,Arsenal,1,7,0,2023-10-21T16:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44
2023-24,9,2,Cédric Alves Soares,DEF,Arsenal,1,7,0,2023-10-21T16:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39
2023-24,9,3,Mohamed Elneny,MID,Arsenal,1,7,0,2023-10-21T16:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44
2023-24,9,4,Fábio Ferreira Vieira,MID,Arsenal,1,7,0,2023-10-21T16:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,54
2023-24,9,5,Gabriel dos Santos Magalhães,DEF,Arsenal,1,7,0,2023-10-21T16:30:00Z,90,1,0,0,0,2,0,11,10.4,2.1,17.0,3.0,0.13,0.01,0.14,1.36,1,47
2023-24,9,6,Kai Havertz,MID,Arsenal,1,7,0,2023-10-21T16:30:00Z,12,1,0,0,0,0,0,2,0.0,0.8,0.0,0.1,0.0,0.01,0.01,0.02,0,71
2023-24,9,7,Rob Holding,DEF,Crystal Palace,8,15,0,2023-10-21T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44
2023-24,9,8,Gabriel Fernando de Jesus,FWD,Arsenal,1,7,0,2023-10-21T16:30:00Z,67,2,0,0,0,2,0,6,0.6,0.8,14.0,1.5,0.27,0.0,0.27,1.3,1,79
2023-24,9,9,Jorge Luiz Frello Filho,MID,Arsenal,1,7,0,2023-10-21T16:30:00Z,67,2,0,0,0,2,0,11,12.2,14.9,6.0,3.3,0.04,0.1,0.14,1.3,1,54
2023-24,9,10,Jakub Kiwior,DEF,Arsenal,1,7,0,2023-10-21T16:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43
2023-24,9,11,Marcus Oliveira Alencar,MID,Arsenal,1,7,0,2023-10-21T16:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
2023-24,9,12,Gabriel Martinelli Silva,MID,Arsenal,1,7,0,2023-10-21T16:30:00Z,77,2,0,0,0,2,0,13,6.8,34.1,11.0,5.2,0.04,0.17,0.21,1.34,1,77
2023-24,9,13,Eddie Nketiah,FWD,Arsenal,1,7,0,2023-10-21T16:30:00Z,22,0,0,0,0,0,0,-3,3.0,1.1,11.0,1.5,0.06,0.0,0.06,0.06,0,55
2023-24,9,14,Martin Ødegaard,MID,Arsenal,1,7,0,2023-10-21T16:30:00Z,77,2,0,0,0,2,0,8,7.0,29.8,0.0,3.7,0.0,0.11,0.11,1.34,1,85
2023-24,9,15,Thomas Partey,MID,Arsenal,1,7,0,2023-10-21T16:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48
2023-24,9,16,Nicolas Pépé,MID,Arsenal,1,7,0,2023-10-21T16:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49
2023-24,9,17,Aaron Ramsdale,GK,Arsenal,1,7,0,2023-10-21T16:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48
2023-24,9,18,Rúnar Alex Rúnarsson,GK,Arsenal,1,7,0,2023-10-21T16:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
2023-24,9,19,Bukayo Saka,MID,Arsenal,1,7,0,2023-10-21T16:30:00Z,90,5,0,1,0,2,0,20,33.0,43.3,6.0,8.2,0.0,0.16,0.16,1.36,1,85
2023-24,9,20,William Saliba,DEF,Arsenal,1,7,0,2023-10-21T16:30:00Z,90,1,0,0,0,2,0,14,10.2,2.1,0.0,1.2,0.0,0.01,0.01,1.36,1,52
2023-24,9,21,Albert Sambi Lokonga,MID,Luton,12,16,0,2023-10-21T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49
2023-24,9,22,Emile Smith Rowe,MID,Arsenal,1,7,0,2023-10-21T16:30:00Z,22,1,0,0,0,0,0,2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.06,0,53
2023-24,9,23,Nuno Varela Tavares,DEF,Nott'm Forest,16,12,1,2023-10-21T14:00:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
2023-24,9,24,Kieran Tierney,DEF,Arsenal,1,7,0,2023-10-21T16:30:00Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44
2023-24,9,25,Takehiro Tomiyasu,DEF,Arsenal,1,7,0,2023-10-21T16:30:00Z,45,1,0,0,0,1,0,3,0.6,1.4,8.0,1.0,0.11,0.01,0.12,0.18,0,45
2023-24,9,26,Leandro Trossard,MID,Arsenal,1,7,0,2023-10-21T16:30:00Z,12,6,1,0,0,0,0,20,33.0,0.0,33.0,6.6,0.34,0.0,0.34,0.02,0,66
